duration,man_dist,Month,Day,Date,Hour,pickup_region,dropoff_region
527,25.509599999999978,2,0,26,17,30,12
416,31.3664,3,5,31,4,75,74
192,9.484600000000057,1,3,25,23,42,41
515,42.47120000000001,5,5,5,21,18,56
219,9.205600000000004,7,0,2,18,29,27
181,20.989000000000004,3,0,26,6,50,17
829,52.29350000000005,4,5,28,11,32,73
900,32.4631,6,5,2,21,5,7
71,10.889899999999983,6,5,16,21,78,38
842,31.424299999999988,4,5,21,16,2,20
170,6.008100000000013,6,1,19,13,1,60
251,13.145199999999988,6,3,7,7,15,65
357,19.440199999999976,5,6,20,2,21,40
483,20.030999999999977,2,0,26,3,41,30
992,20.175299999999993,2,3,1,15,23,16
463,20.39840000000001,2,1,20,22,1,68
924,45.72229999999996,1,6,21,18,4,43
995,39.634600000000034,6,6,10,13,51,15
323,12.021399999999971,6,1,5,22,39,10
537,30.24399999999997,5,3,10,20,44,11
484,15.592700000000008,3,5,24,21,74,22
763,14.803900000000027,2,6,11,13,48,63
319,17.549300000000017,5,1,22,3,66,31
282,21.33020000000002,7,6,1,10,64,14
504,42.16159999999999,5,1,1,7,29,13
906,47.667100000000005,5,1,29,17,74,39
157,10.446399999999954,1,5,20,9,12,41
261,14.678699999999992,1,2,17,17,42,34
762,71.25890000000004,4,1,17,22,41,50
230,19.436500000000052,4,0,9,7,51,37
373,10.601399999999956,5,4,25,19,62,62
895,18.455499999999972,4,2,18,8,10,1
258,14.257200000000012,4,6,1,15,43,9
892,64.4417,3,0,5,4,58,78
860,66.1834,6,5,9,11,4,39
383,40.225900000000024,3,5,31,23,53,63
50,6.575199999999967,2,2,14,0,19,13
192,8.033100000000019,7,0,2,12,61,19
679,10.979800000000012,5,6,27,12,72,12
116,11.575499999999948,6,2,13,14,73,14
365,49.214399999999955,2,2,14,1,21,13
2215,80.55100000000004,6,4,8,15,21,69
67,8.106999999999971,3,2,14,6,49,45
971,21.260100000000023,6,3,21,15,43,49
1151,85.54319999999998,1,5,20,9,76,4
378,40.196499999999986,4,1,17,4,26,13
607,34.226099999999974,3,4,30,20,41,11
353,24.220000000000027,4,6,15,8,57,51
621,31.936999999999983,5,0,7,21,41,10
1879,69.1781,4,5,14,10,4,49
667,54.60730000000004,6,6,3,6,75,72
1222,74.0781,3,6,18,22,62,56
1223,46.530399999999986,3,0,12,15,27,6
554,26.21690000000001,3,4,9,18,73,5
742,34.7792,4,0,9,23,18,73
330,18.713300000000004,5,4,11,21,5,9
646,27.52449999999996,4,3,12,10,52,29
372,16.28219999999999,4,6,15,19,24,21
356,11.463200000000029,5,4,11,9,70,49
783,64.14010000000002,7,3,12,22,60,13
265,20.14609999999999,2,2,14,19,45,44
228,15.794600000000031,1,4,26,8,72,12
444,32.249000000000024,1,4,26,14,29,80
885,48.96369999999999,2,3,1,20,42,76
626,24.140599999999978,6,1,26,18,70,10
1373,68.2722,4,2,4,9,55,32
694,26.773200000000003,6,3,14,14,5,64
278,8.051400000000001,3,6,25,22,41,34
563,39.7243,5,2,30,23,43,80
475,19.99460000000002,4,2,25,17,6,69
682,17.878900000000016,3,5,10,15,60,35
781,26.729000000000013,2,0,26,21,58,66
351,27.98649999999995,5,1,29,11,36,57
226,13.660299999999978,2,3,15,7,26,55
453,17.420999999999992,5,2,9,15,19,6
143,9.451399999999978,2,5,17,0,62,62
933,46.82940000000002,4,5,21,7,2,24
121,9.566599999999994,6,5,16,19,5,34
556,43.5882,5,2,23,22,10,47
1259,31.960000000000008,6,4,8,13,74,77
647,22.451300000000032,6,4,29,12,29,69
488,27.6772,4,0,23,16,75,58
1076,80.20600000000005,3,5,17,20,74,19
548,41.786,5,0,14,20,79,50
376,19.854600000000005,3,2,7,9,55,43
639,32.39530000000002,5,1,8,17,76,60
205,12.061000000000007,2,6,25,17,50,56
742,25.246699999999976,2,0,12,23,9,70
215,7.080099999999987,3,3,1,22,67,18
727,44.1516,1,2,17,6,72,43
329,18.11560000000003,3,5,17,6,36,76
772,72.72409999999996,4,1,17,2,35,32
598,35.236500000000035,7,3,5,17,66,70
335,10.881699999999967,3,1,6,14,15,39
671,23.148399999999953,4,1,10,3,8,62
410,17.89760000000001,3,2,14,18,18,49
213,9.11220000000003,3,0,26,15,50,40
253,34.88100000000003,1,1,30,0,35,63
339,10.347899999999981,1,4,26,6,45,70
274,17.245599999999996,2,0,19,14,78,35
760,42.55529999999996,4,1,3,16,38,70
864,40.746200000000016,4,6,15,21,25,43
2246,35.874900000000025,2,3,8,17,15,56
106,8.702799999999968,6,4,15,19,59,9
585,43.390499999999975,3,2,14,22,52,79
411,23.250799999999998,6,4,8,0,70,34
245,12.81559999999999,7,3,5,2,58,62
125,10.401200000000046,3,5,3,18,8,5
269,10.705700000000036,7,5,7,11,67,45
457,39.62850000000003,4,1,24,10,37,58
679,35.111999999999995,6,0,18,20,15,5
394,20.042999999999978,6,4,15,8,15,42
776,21.558900000000023,6,6,10,10,70,10
1471,20.626799999999974,2,4,2,16,36,29
252,14.436999999999955,4,2,11,7,7,60
827,47.48290000000003,3,3,8,11,32,64
1275,46.234800000000035,5,4,11,14,36,7
307,8.406700000000058,4,0,9,11,27,29
287,4.049200000000013,4,6,22,23,34,34
1014,49.58969999999999,3,3,1,7,66,54
1346,61.03470000000004,4,6,22,22,5,56
621,11.26709999999997,6,6,10,19,39,24
748,39.65870000000004,2,1,27,20,68,10
246,11.017499999999956,5,0,14,0,41,22
178,8.125699999999966,6,2,13,18,62,30
634,15.873000000000019,6,4,1,1,36,20
1387,23.529100000000028,7,4,13,17,11,64
424,20.622400000000027,7,1,3,12,71,53
837,27.01049999999998,3,4,23,15,2,54
419,27.695400000000006,2,6,4,21,10,27
1954,60.550099999999986,7,5,7,9,34,76
599,33.156699999999944,6,1,26,2,30,44
282,6.215799999999973,4,0,2,23,67,18
533,18.023799999999966,3,6,18,17,39,75
393,24.500399999999985,2,3,15,17,61,37
70,7.646500000000032,3,5,3,7,65,25
1172,39.20779999999999,6,6,3,19,59,62
924,56.380300000000005,3,1,6,12,45,72
499,13.782600000000002,2,5,3,7,2,48
440,36.2355,4,4,27,15,26,58
337,12.391500000000008,3,4,23,15,67,1
249,9.519499999999994,5,1,8,2,30,58
500,34.517600000000016,3,1,27,9,53,78
381,29.531799999999976,4,4,13,21,41,68
632,25.52499999999995,4,3,12,11,76,21
607,27.6036,3,4,2,14,58,1
353,31.16459999999998,1,6,14,17,22,72
739,36.998699999999985,4,1,24,15,11,17
741,39.60100000000003,7,6,8,11,2,68
214,9.896200000000022,3,6,25,8,56,2
1051,73.9572,4,1,10,18,46,61
686,41.47449999999998,5,1,22,15,80,57
136,6.573199999999957,2,2,14,15,25,65
1137,21.44549999999998,6,5,9,17,36,28
136,10.035399999999981,4,0,9,7,63,50
336,11.10620000000003,2,1,13,15,55,24
839,22.833499999999987,4,3,19,21,45,35
675,32.23659999999995,4,6,29,16,57,13
919,62.188800000000015,7,3,12,17,70,32
233,6.981200000000001,5,6,20,13,30,58
599,17.366900000000015,2,2,14,8,12,66
539,35.7167,2,0,26,9,54,23
475,27.678699999999964,7,0,9,16,64,5
470,21.198300000000046,7,5,14,0,41,30
511,29.75909999999999,1,4,26,22,16,10
225,10.306100000000015,4,0,2,1,58,58
1568,48.43000000000001,4,4,20,15,35,12
517,29.97920000000002,5,6,6,0,65,16
721,52.13820000000004,7,2,4,16,14,72
389,26.871499999999997,6,2,13,22,70,41
412,7.863900000000029,4,6,15,10,46,70
265,7.465599999999995,5,1,8,10,21,37
387,21.273500000000013,1,2,17,9,17,15
1842,80.42899999999995,7,6,1,11,41,48
702,49.73610000000002,1,1,16,10,62,15
432,23.10310000000004,2,2,14,17,5,43
198,9.754700000000014,2,4,16,14,1,75
930,57.68790000000001,1,6,14,19,10,74
439,23.284299999999945,1,0,22,17,37,24
897,32.18799999999999,1,4,19,16,41,15
339,10.2834,2,1,27,1,5,34
195,17.17319999999998,2,3,22,16,29,69
814,15.869100000000032,4,0,2,21,42,46
717,69.8896,4,0,2,4,28,33
1189,59.536400000000015,1,6,28,9,19,16
507,46.4349,4,6,29,1,55,34
619,31.196399999999983,3,0,19,2,30,73
1601,40.39439999999999,2,4,9,7,57,40
754,26.477000000000004,3,3,29,14,5,4
987,43.795600000000036,5,6,13,7,8,67
571,42.92860000000002,3,2,28,17,61,53
533,1.2224999999999966,4,6,22,21,34,34
117,4.526699999999977,1,3,25,10,51,53
341,17.84039999999999,3,4,9,19,78,65
1076,23.298699999999968,7,2,11,11,4,74
575,37.19480000000004,1,0,29,2,21,23
722,39.57549999999998,6,5,9,13,53,73
312,13.805999999999983,3,3,29,11,5,74
1416,37.790599999999984,6,4,1,12,2,18
268,15.557999999999993,7,5,7,18,44,22
382,19.459700000000026,5,6,20,23,41,70
344,32.5684,2,0,19,4,37,11
761,36.66739999999996,4,4,13,20,11,17
798,23.042100000000005,4,4,20,16,67,75
245,18.80400000000003,5,0,21,0,30,9
707,35.69459999999995,5,1,8,16,73,30
536,24.442200000000014,4,4,27,7,35,2
966,23.192200000000014,4,5,21,11,73,74
600,23.451700000000017,2,5,3,7,15,45
1337,43.18279999999993,5,6,13,17,38,21
177,8.905200000000008,4,6,22,22,9,75
465,38.078599999999994,5,4,25,6,68,10
809,43.516099999999994,6,2,20,9,2,79
133,5.6156999999999755,3,2,14,8,15,59
384,19.561600000000055,4,5,7,17,15,42
952,19.33129999999997,7,3,12,14,7,9
847,31.116199999999992,5,5,19,15,61,65
364,13.41799999999995,4,6,8,20,4,74
355,25.64779999999999,4,2,11,6,28,54
360,11.144699999999972,5,2,9,12,10,24
2150,65.77089999999998,3,5,10,9,4,24
1337,22.5257,4,2,18,10,26,18
293,18.98679999999996,5,4,18,18,72,32
310,17.50139999999999,4,5,28,7,7,43
288,12.916300000000007,6,0,4,20,45,10
173,20.339699999999993,5,0,14,20,17,48
412,16.172499999999985,5,2,16,13,14,41
200,10.572700000000026,4,0,16,23,17,2
1519,30.740099999999984,1,6,14,0,17,60
52,7.629099999999966,6,0,18,3,70,46
602,17.29600000000002,3,4,23,11,9,44
411,17.333500000000015,3,0,19,20,59,77
741,33.54210000000003,4,3,19,12,26,42
1093,53.77100000000004,4,0,16,23,4,75
559,14.803799999999967,5,0,7,0,62,30
335,28.328599999999994,6,6,24,1,75,70
993,28.642499999999984,3,3,8,13,78,54
128,5.093600000000009,7,0,9,16,52,78
277,14.292599999999965,2,6,4,6,41,5
895,65.81890000000004,3,6,25,22,65,62
894,42.69950000000003,3,3,8,9,74,23
846,39.919399999999996,2,2,21,15,10,31
1367,84.56640000000002,1,6,28,17,60,33
1130,63.23489999999998,2,2,7,21,26,22
222,10.888900000000035,2,4,16,8,37,40
516,31.340299999999957,6,0,25,15,76,60
749,50.22749999999999,6,3,14,21,7,62
90,5.552400000000034,2,4,2,23,12,34
1064,42.80019999999999,6,5,23,8,52,15
526,22.320599999999985,6,4,29,18,54,76
1106,40.11869999999999,4,5,21,19,29,67
461,32.31039999999999,2,6,18,21,80,37
1344,67.17930000000001,4,2,25,11,27,73
378,22.49690000000004,7,4,6,21,41,43
261,27.628799999999984,4,5,7,6,2,39
723,26.32800000000006,6,4,8,21,25,59
153,6.136400000000037,6,6,24,15,24,54
366,22.284500000000037,1,3,25,23,66,4
685,31.77540000000002,2,1,20,0,42,45
348,24.585999999999956,2,1,20,13,43,55
753,25.899200000000036,2,6,18,15,61,20
628,31.91149999999996,7,5,7,22,74,73
474,32.83789999999999,1,6,14,2,26,7
495,27.801000000000016,1,0,29,13,2,38
254,18.849399999999974,4,3,19,15,22,66
117,8.490499999999997,5,5,5,1,72,66
1243,7.089200000000034,3,3,8,20,53,36
753,40.56399999999999,4,0,16,11,58,45
752,33.855199999999996,5,3,10,9,2,10
139,13.639899999999983,6,0,25,22,9,8
429,24.800700000000006,4,3,5,20,32,62
614,32.174799999999976,4,3,5,11,54,52
785,22.433799999999962,2,4,9,8,1,25
432,25.482200000000006,5,5,26,19,16,58
179,11.593199999999996,2,0,26,22,76,71
1188,31.42580000000001,6,4,8,11,44,80
396,20.289999999999964,5,0,21,12,5,44
929,47.7355,2,5,17,9,14,39
787,17.63040000000001,1,4,26,15,3,65
309,4.383999999999958,1,1,23,18,27,27
363,19.287000000000006,4,5,7,9,2,78
741,20.451599999999956,6,0,18,12,54,45
797,17.97909999999999,2,6,11,15,65,15
485,29.67350000000002,2,4,2,21,66,8
413,17.87020000000001,6,0,18,21,11,15
288,22.98169999999999,2,3,8,0,39,9
174,10.233099999999979,4,4,20,20,50,19
779,55.32509999999999,3,4,16,18,50,33
695,56.25010000000003,3,2,7,22,75,13
807,32.782200000000046,1,6,28,23,54,31
134,11.75539999999998,6,5,2,0,73,22
361,17.975600000000043,6,5,2,14,14,41
707,45.606599999999986,5,2,9,19,45,78
296,7.727300000000014,5,4,11,14,60,15
129,10.484499999999969,7,6,1,14,20,27
1272,39.66670000000002,6,4,15,9,26,58
1472,59.43029999999999,6,5,16,17,70,4
377,6.13319999999996,4,1,3,10,80,18
1028,47.00890000000001,3,2,21,17,41,65
1233,26.183700000000044,5,5,5,11,74,73
1158,45.71540000000002,2,6,4,8,54,74
367,27.593200000000024,1,6,28,19,27,50
837,84.10860000000002,6,6,24,0,14,47
701,40.565799999999996,5,0,14,22,45,36
241,20.13270000000003,6,1,5,23,44,34
94,5.417299999999983,3,3,22,11,78,52
1282,55.49200000000005,7,0,2,18,20,46
128,1.448900000000009,1,1,23,12,50,50
286,12.852600000000052,6,3,21,20,1,16
30,1.9321999999999377,5,0,14,11,71,71
424,10.795999999999992,4,6,22,10,26,2
707,31.210300000000018,3,6,4,14,54,38
572,38.926799999999986,4,3,19,22,45,38
73,9.342399999999998,1,5,20,6,76,25
908,50.91329999999999,4,2,25,12,13,53
845,51.53630000000001,6,4,15,23,28,58
249,28.135599999999982,4,1,24,9,75,5
871,38.33340000000001,5,0,28,12,43,10
1465,48.55149999999995,7,6,8,16,52,77
450,27.849000000000018,7,3,12,13,7,12
44,3.074299999999994,1,2,17,14,42,42
141,4.5137,5,1,29,11,52,63
638,26.966199999999986,2,5,3,21,35,7
952,67.53869999999998,5,2,23,20,29,44
390,14.721699999999998,3,6,25,13,77,10
700,30.321199999999948,1,6,28,9,31,1
673,72.95680000000002,3,3,8,5,54,33
497,38.428099999999944,6,4,1,0,60,2
432,14.033700000000039,1,6,21,19,49,54
460,25.44750000000002,7,5,7,22,3,20
495,10.036999999999978,2,5,3,9,32,32
439,14.788699999999977,3,3,22,12,18,25
861,52.18149999999997,6,5,2,23,28,8
1501,96.38739999999999,6,0,18,14,20,66
485,23.66409999999999,1,6,28,13,65,49
713,13.862599999999958,5,4,4,15,3,37
470,18.200800000000015,6,4,22,20,77,9
892,16.51389999999998,6,6,17,11,35,11
237,14.834399999999988,4,0,16,17,60,42
1592,63.58310000000003,3,4,30,15,74,80
187,14.243000000000023,4,3,19,12,33,69
296,15.056699999999978,6,5,16,7,64,49
783,52.51320000000001,1,0,22,19,45,66
498,23.745000000000005,4,2,18,19,64,5
1056,29.00320000000002,4,3,26,17,39,7
498,18.422799999999967,1,5,27,18,42,5
743,48.93770000000001,4,1,17,1,35,12
144,9.684300000000036,7,5,7,7,78,76
526,17.68350000000001,7,5,14,8,68,15
671,44.8878,3,5,24,21,4,16
1285,41.66730000000001,7,0,2,15,44,18
212,4.6322999999999865,2,5,10,0,73,73
172,15.445599999999956,4,1,24,18,15,16
857,46.633200000000016,6,6,24,11,55,73
299,24.774,3,4,9,6,50,39
1037,46.851399999999984,6,5,2,7,21,74
838,27.030099999999976,6,0,4,13,1,68
228,14.01260000000002,5,5,19,7,40,61
275,23.755999999999972,1,1,23,9,61,71
284,18.936499999999995,3,5,31,20,25,53
433,23.18889999999996,2,6,25,2,42,14
843,48.53469999999999,3,5,24,16,18,47
995,48.308899999999994,2,2,14,21,39,5
147,5.008999999999958,2,5,17,22,7,64
659,29.1832,1,1,23,0,73,5
448,41.275499999999994,3,1,6,10,10,14
307,15.113899999999973,2,1,13,1,58,5
1239,49.354900000000015,4,4,6,9,13,54
1336,54.66489999999996,6,4,1,8,56,7
474,27.09910000000002,6,5,9,20,12,44
370,20.241299999999967,7,6,1,7,34,72
213,11.978000000000037,6,6,17,6,9,21
1159,59.41590000000002,1,6,21,13,76,14
178,6.461599999999976,1,4,19,9,9,75
453,36.60360000000003,5,1,8,7,29,53
463,18.40240000000003,7,2,4,15,60,39
728,30.57189999999997,3,5,3,20,66,58
333,14.925899999999984,6,2,6,9,60,55
723,41.739499999999964,2,1,13,11,55,23
657,29.115400000000022,5,3,17,13,49,31
156,12.258999999999958,7,0,2,0,73,44
349,30.192599999999942,3,2,28,21,35,52
478,34.04569999999998,6,2,13,18,13,71
501,13.838799999999992,6,3,21,7,46,42
118,11.820600000000013,4,4,6,16,7,42
624,26.408699999999982,5,3,10,11,9,30
529,1.2224999999999966,5,5,19,8,22,22
299,23.0693,2,3,8,0,68,44
400,11.619300000000038,2,2,28,11,44,70
1173,64.28130000000004,5,3,17,18,29,46
1534,50.685899999999975,6,4,1,18,11,12
811,40.48619999999997,4,5,14,7,52,15
464,38.92359999999999,2,6,25,23,24,3
3360,71.09160000000006,7,5,14,14,4,39
585,25.54559999999995,5,2,30,14,32,12
113,6.549299999999988,7,5,14,10,65,25
542,40.7876,2,4,23,7,12,1
239,13.266700000000014,4,6,8,8,73,70
565,23.81740000000002,7,5,14,20,1,18
352,9.967700000000008,2,0,19,17,75,60
743,46.72550000000004,3,0,19,11,77,62
743,40.341999999999985,3,0,12,9,46,35
434,16.923699999999997,1,4,26,8,45,1
465,20.65689999999998,5,0,21,16,73,42
204,10.680900000000037,4,1,10,4,43,77
277,21.61110000000002,7,6,1,6,22,44
686,61.74940000000001,4,0,9,0,7,4
316,6.975500000000039,7,4,6,16,25,35
189,11.469600000000014,7,5,14,12,42,41
165,9.251899999999978,5,0,28,3,53,51
191,20.060600000000022,4,0,2,11,36,29
1328,31.405299999999983,6,5,16,15,3,59
1022,22.277000000000015,6,3,28,15,10,15
422,21.977300000000014,3,6,4,20,1,70
623,45.047799999999995,6,3,21,20,15,61
349,16.46350000000001,2,6,25,18,27,53
3047,108.2664,4,2,11,6,62,57
179,7.088600000000014,6,2,13,14,78,52
371,27.691900000000032,5,5,26,0,26,11
788,30.17960000000005,4,3,26,8,48,21
226,17.86170000000004,3,2,21,6,7,23
1553,63.792899999999946,5,2,30,17,62,67
402,26.095899999999972,2,0,5,6,13,40
378,14.207699999999988,2,1,27,2,16,15
735,67.63309999999998,7,2,4,1,18,30
791,73.12469999999993,1,5,20,0,8,38
916,28.929899999999975,3,5,10,18,58,46
485,14.80230000000003,2,5,3,2,30,34
786,47.1653,2,0,26,21,21,41
717,20.195099999999968,2,5,3,17,55,11
551,39.08840000000001,2,1,13,20,10,20
1442,1.2224999999999966,4,3,12,12,48,56
155,9.369200000000035,1,2,31,18,27,53
222,14.766999999999996,2,4,2,21,1,64
971,50.00630000000001,6,1,12,16,1,30
564,20.736800000000017,4,6,1,8,48,17
781,49.27629999999999,3,1,27,13,3,11
527,17.92059999999998,4,6,15,8,77,1
216,23.740999999999985,1,2,17,6,76,55
142,13.318399999999968,5,1,1,9,2,50
566,33.663700000000006,5,1,29,0,41,67
507,49.61379999999997,7,6,8,20,59,13
1489,103.85660000000001,6,4,29,21,61,72
525,32.08549999999997,5,2,30,15,34,9
389,21.799999999999955,3,4,23,16,65,36
289,21.169900000000013,1,2,31,1,80,7
1067,32.26510000000002,6,6,3,16,21,7
605,26.037000000000006,2,1,27,1,75,5
445,18.863100000000003,5,2,16,17,58,44
380,26.463700000000017,1,5,20,1,58,75
746,29.650399999999962,7,6,8,16,3,35
709,28.001299999999986,4,4,13,19,39,43
734,27.556299999999993,1,4,19,9,68,62
658,32.79779999999997,6,0,11,0,73,62
316,19.650900000000007,2,1,13,3,22,30
577,18.337699999999955,3,2,28,11,40,38
566,28.660299999999978,4,0,23,22,24,42
604,35.888499999999965,4,0,30,12,14,74
1015,58.619399999999956,4,0,30,1,75,32
735,10.08480000000003,3,6,25,9,25,35
1684,51.54320000000004,6,4,1,18,1,4
659,35.39099999999999,1,0,22,0,8,45
665,16.93960000000004,4,1,17,1,64,68
388,21.03890000000004,2,6,25,17,38,50
449,58.492999999999995,5,4,25,23,3,68
124,20.704999999999984,2,2,21,23,25,53
1190,68.2772,6,3,28,12,2,41
266,14.00219999999996,2,4,9,9,26,59
454,16.170999999999964,5,1,29,10,42,30
352,12.289499999999975,2,0,26,23,8,58
1154,37.3477,4,2,25,14,16,18
124,5.722199999999958,1,4,26,18,70,45
709,39.308599999999956,3,4,16,13,14,53
338,26.900900000000007,5,0,7,3,34,68
390,30.244599999999963,3,6,25,7,52,39
1191,37.924199999999985,1,6,21,12,60,79
107,12.98909999999998,6,2,13,11,4,72
761,48.10600000000005,4,0,16,19,75,4
1023,107.3229,1,0,15,0,72,27
672,18.7158,6,4,8,10,48,63
527,22.290899999999993,3,0,12,22,75,24
790,22.307000000000016,1,5,20,23,18,65
781,49.19049999999996,3,0,19,0,18,68
252,11.890899999999988,1,3,18,10,2,48
725,19.386299999999977,6,3,21,9,62,66
1342,60.994500000000045,2,6,4,13,16,20
481,21.43300000000002,2,2,21,17,73,45
391,21.96889999999999,4,0,2,14,41,70
231,7.974199999999968,6,5,23,14,78,76
461,13.049199999999956,4,6,22,23,58,43
472,22.363700000000023,5,0,21,14,73,8
1387,63.92210000000003,4,0,9,17,12,79
671,62.0017,3,4,16,11,15,32
239,7.712900000000019,1,0,29,11,49,45
507,23.276599999999974,4,1,24,20,7,59
1286,84.49000000000001,5,3,3,20,18,4
938,36.14450000000002,3,1,13,0,70,58
181,12.620900000000006,6,5,9,10,28,11
1795,38.93020000000001,6,0,4,19,73,24
667,37.976699999999994,6,3,14,8,30,72
529,24.3904,4,0,2,11,44,75
548,29.1182,1,4,19,23,43,45
355,9.975100000000026,3,1,13,12,11,18
1032,40.619399999999985,3,3,8,10,73,15
278,13.474800000000016,5,4,4,20,11,80
1577,69.74690000000004,3,6,25,17,51,8
234,23.31299999999996,1,6,28,1,53,71
649,14.189399999999978,2,3,1,19,58,30
214,8.388000000000005,4,6,29,11,22,73
487,26.404600000000016,3,5,31,9,22,72
410,40.81790000000004,6,4,29,6,61,55
709,70.33150000000003,6,1,26,3,65,4
646,1.003499999999974,2,0,19,20,4,4
779,55.01210000000003,4,5,21,22,70,20
704,22.729799999999983,3,3,15,9,12,64
813,26.626000000000005,2,5,17,8,49,9
227,13.498099999999965,3,3,29,12,50,48
614,21.19199999999998,3,5,10,13,76,53
230,10.819200000000023,4,6,15,8,42,43
885,69.78839999999997,5,5,26,0,73,40
403,41.86489999999998,2,5,10,5,57,25
772,35.76329999999999,6,3,7,8,53,52
855,37.05940000000004,3,3,15,17,79,1
297,14.851100000000002,4,4,13,9,49,59
139,14.41319999999999,1,5,27,21,56,61
593,8.300200000000046,3,5,17,15,64,49
280,8.829499999999967,3,1,20,14,28,80
661,59.39680000000001,4,0,2,6,11,69
519,29.026800000000037,6,3,28,7,42,54
97,7.9632000000000005,7,5,14,9,19,48
232,18.72690000000003,5,3,24,20,15,68
234,16.17379999999997,1,4,19,19,35,76
220,19.76329999999996,4,2,25,16,37,3
530,28.298700000000025,7,2,4,21,39,68
1560,51.85839999999996,3,5,17,15,70,17
340,15.64840000000001,6,5,30,19,36,18
365,17.06540000000001,5,6,13,14,24,39
1066,48.73609999999999,6,1,5,10,14,27
1350,67.27339999999998,2,2,21,11,72,39
372,21.95739999999995,5,2,23,11,68,30
71239,10.720099999999974,6,6,3,11,68,9
447,27.402300000000025,3,0,5,9,56,51
441,12.554400000000015,6,2,6,18,80,24
441,17.421899999999965,3,2,28,9,44,49
877,69.50470000000004,2,4,2,19,72,35
327,22.56090000000006,4,6,29,19,44,24
865,39.932800000000015,3,0,19,12,44,35
1021,41.59729999999996,6,0,4,14,32,41
724,32.480699999999956,7,5,14,10,30,15
307,15.799700000000001,2,3,22,12,7,42
462,26.254800000000017,1,0,29,8,68,7
780,14.290999999999997,6,5,9,14,18,54
350,20.373400000000032,7,6,1,18,27,57
1013,36.54759999999996,6,3,28,9,70,39
744,68.51159999999999,6,4,1,4,77,6
172,12.125200000000035,7,5,7,6,1,10
246,20.568700000000035,4,3,26,23,45,73
512,34.116299999999995,5,5,12,19,29,69
791,28.899800000000027,2,3,1,18,72,31
1553,34.84990000000002,6,4,8,9,53,70
334,13.816599999999994,6,2,6,9,25,2
400,15.904100000000057,6,6,10,14,53,27
1357,75.26900000000003,1,6,21,13,7,69
205,12.80449999999999,1,3,25,8,36,38
269,12.370299999999958,3,2,28,11,35,1
240,11.074900000000014,3,0,5,0,50,56
837,23.31019999999998,7,4,6,16,77,59
343,14.270700000000005,5,3,31,11,41,8
614,37.4092,4,0,30,23,43,71
944,12.018700000000024,6,3,28,18,16,1
409,20.283800000000042,6,1,5,3,30,42
331,16.09620000000001,4,6,29,12,65,15
136,15.579399999999964,5,1,8,23,50,13
722,63.0788,6,1,19,1,30,56
1011,29.85439999999997,3,4,9,11,1,46
1588,27.21550000000002,6,5,9,9,70,15
221,14.866299999999995,3,5,3,10,51,25
106,8.844999999999999,3,3,15,16,51,36
639,20.63749999999996,6,0,11,9,8,44
114,14.358199999999982,5,2,2,8,14,28
330,14.57510000000002,5,3,3,16,65,76
211,12.537399999999991,4,3,26,14,60,42
296,7.965900000000005,3,4,9,13,24,67
711,34.96429999999998,5,6,6,15,3,53
484,38.32830000000001,3,0,19,8,7,5
1363,27.363099999999974,2,4,16,11,1,18
210,9.6661,5,5,26,8,77,9
320,22.831399999999974,6,0,18,9,18,26
876,52.19040000000001,2,5,17,19,45,3
351,14.610700000000008,4,4,6,17,50,40
287,14.66149999999999,3,6,11,14,1,64
119,8.537300000000016,4,6,22,22,26,21
684,24.560000000000002,6,2,20,11,9,24
218,11.255300000000005,1,1,30,14,49,54
243,20.573200000000014,1,6,21,22,45,46
2390,58.657899999999984,4,6,15,9,61,77
216,11.80400000000003,3,3,8,11,50,71
479,28.739300000000043,6,1,5,15,1,31
414,16.63470000000001,1,5,20,19,64,8
394,16.153800000000018,3,4,16,7,7,1
672,17.362300000000005,2,6,11,16,3,17
693,44.33939999999998,1,3,18,16,20,33
555,16.04249999999999,7,3,5,13,24,64
1225,13.801900000000046,7,4,13,14,24,10
261,19.952099999999973,5,4,4,21,46,34
719,67.42409999999995,5,4,25,21,17,14
1824,101.62080000000006,7,2,11,7,41,33
432,30.0985,3,5,3,21,76,20
166,16.004699999999985,5,3,17,20,27,20
330,21.585000000000036,5,0,28,15,64,24
408,20.474699999999956,6,3,28,22,41,62
658,34.019499999999994,3,1,27,0,30,4
196,13.908999999999963,3,3,22,17,51,27
200,13.142599999999987,4,6,22,1,15,77
421,12.416899999999998,3,5,10,17,42,34
1235,20.13349999999997,2,0,12,20,30,41
248,17.34530000000001,6,0,11,5,7,14
583,29.380799999999965,4,4,20,21,28,15
892,37.863200000000006,4,6,1,15,52,55
311,13.548399999999958,2,5,17,10,37,2
585,21.22380000000001,5,4,4,18,17,59
586,37.369899999999944,4,4,27,23,73,60
511,16.50230000000002,5,0,7,15,21,60
266,6.984199999999987,3,1,13,1,62,62
406,30.4983,2,4,23,6,34,49
402,14.726699999999965,5,6,27,10,20,57
599,23.780400000000014,3,6,11,8,10,7
284,5.244200000000006,7,3,5,9,16,77
322,19.511800000000022,3,1,27,0,50,20
459,9.911800000000028,4,6,22,15,22,44
334,26.76939999999999,6,2,20,22,40,10
627,30.970500000000044,6,2,20,12,73,72
567,29.08039999999997,6,6,24,8,7,12
1027,36.470500000000015,5,2,9,15,45,25
669,48.352100000000036,5,1,29,14,65,74
872,94.20610000000002,4,6,29,21,48,66
